DATESTAMP,COLOR,HHID,UNIQUE_HHID,HAVEPHONE,SPOUSEMOBILE,NUMOTHERPHONES,PRIMARYCOOK,AGE,FUEL,KNOWLUNCH,LUNCHYESTERDAY,WOODLASTWEEK,WOODLASTMONTH,GATHERWOODWEEK,GATHERLASTMONTH,VEHICLE,STOVES,DECISIONS,NOTES,DATESURVEY,PARISH,DATE,GROUP,MAXBID,MAXBIDNOVEL,SALE_DATE,SERIALNUMBER,PAID_PRICE,GENDER,STATUS,INCOME,HOWPAID,MAINEMPLOYER,TIMEEMPLOYED,HAVEPHONE1,SPOUSEMOBILE1,COWS,HOWMANYCOWS,VEHICLE1,TV,RADIO,FUEL1,WOODLASTWEEK1,WOODLASTMONTH1,GATHERWOODWEEK1,GATHERLASTMONTH1,STOVES1,PRIMARYCOOK1,PRIMARYCOOK2,DECISIONS1,DECISIONS2,TYPICALNUMEATING,WINNING_AMOUNT,WIN_TRADITIONAL_OFFER,WIN_NOVEL_OFFER,DEPOSIT_ON_SALES_DAY,PAID_IN_FULL,BALANCE_DUE_AFTER_SALES_MEETING,TOTAL_COLLECTED,RETURNED,DEFAULT,PAYMENT_COMPLETE,AMOUNT_REFUNDED,NOTES_WINNERS,DATE_SALE,FORECASTED_COLLECTION,ACTUAL_COLLECTION,FEMALE,HAVEPHONE2,VEHICLE_DISCRETE,BICYCLE_DUMMY,CAR_DUMMY,MOTORCYCLE_DUMMY,RADIO_DUMMY,BUYWOOD_DUMMY,GATHERWOOD_DUMMY,RESPONDENT_PRIMARY_COOK,HH_PHONES,WOOD,MARRIED1,MARRIED,TIME_EMPLOYED,WIFECOOK,JOINTDECISION,TSF_PRIMARY,SELFEMPLOYED
2/22/12 11:44,Pink,B,1373,Yes,,,Respondent,32,Wood,Yes,5,No,No,Yes,Yes,None,Charcoal Stove,Respondent,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",4000,4000,,,,Female,Divorced or Separated,Yes,Cash only,Non-family member,Seasonal,Participant owns phone,,No,,None,No,No,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
2/22/12 11:30,Pink,L,1404,Yes,Yes but I don`t know the phone number,,Respondent,40,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",5000,5000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/22/12 11:52,Pink,Q,1420,No,,,Respondent,52,Wood,Yes,1,No,No,Yes,Yes,Bicycle,None,Respondent,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",5000,5000,,,,Female,Widow or Widower,Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,2,1,0,0,0,1,0,1,1
2/22/12 12:00,White,X,1439,No,Yes but I don`t know the phone number,,Respondent,30,Wood,Yes,5,No,No,Yes,Yes,Bicycle,Other type of fuel efficient wood stove,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,3000,4000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Other,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,1
2/22/12 12:00,White,J,1399,Yes and I know the number,Yes I can enter the phone number,,Respondent,31,Wood,Yes,10,Yes,No,Yes,Yes,Motorcycle,None,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,3000,12000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,,Spouse owns phone,No,,Motorcycle,No,Yes,Wood,Yes,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had more than usual,,,,,,,,,,,,,,,,1,1,Motorcycle,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
2/22/12 14:49,Orange,E,1381,Yes,Yes but I don`t know the phone number,,Respondent,30,Wood|Charcoal,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,22-Feb-12,Nsinka,2/22/12,Saves Time and Money,4000,4000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,No,,Bicycle,No,No,Wood|Charcoal,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
2/22/12 11:38,Pink,N,1412,No,No,,Respondent,42,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",5000,7000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,Occasional,Participant does not own phone,Spouse does not own phone,No,,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0
2/22/12 11:27,Pink,M,1408,No,,,Respondent,49,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",4000,5000,,,,Female,Divorced or Separated,Yes,Cash only,Non-family member,Seasonal,Participant does not own phone,,No,,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0
2/22/12 11:41,Pink,V,1433,Yes,Yes but I don`t know the phone number,,Respondent,50,Wood,Yes,3,No,No,Yes,Yes,Bicycle,Charcoal Stove,Respondent & Spouse Jointly,no,22-Feb-12,Nsinka,,,,,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1
2/22/12 12:03,Yellow,K,1402,No,Yes but I don`t know the phone number,,Respondent,29,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Spouse,none,22-Feb-12,Nsinka,2/22/12,Improves Health,3000,5000,,,,Female,Married (monogamous),No,,,,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0
2/22/12 12:00,White,T,1426,Yes and I know the number,,,Respondent,49,Wood,Yes,5,No,No,Yes,Yes,Motorcycle,Kerosene Stove,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,5000,8000,,,,Female,Divorced or Separated,Yes,Cash and in-kind,Self-employed,All year,,,Yes,11-15 cows,Motorcycle,Yes,Yes,Wood,No,No,Yes,Yes,Other,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Motorcycle,0,0,1,1,0,1,1,2,1,0,0,1,1,0,0,1
2/22/12 11:15,Pink,R,1422,Yes,Yes I can enter the phone number,,Respondent,32,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",10000,10000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,Seasonal,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,0
2/22/12 11:00,Pink,J,1398,No,Yes but I don`t know the phone number,,Respondent,25,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",10000,10000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1
2/22/12 11:11,Yellow,I,1396,No,,,Respondent,66,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Improves Health,3000,4000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,No,,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
2/22/12 12:00,White,A,1370,No,Yes but I don`t know the phone number,,Respondent,38,Wood,Yes,3,Yes,Yes,Yes,Yes,Bicycle,Charcoal Stove,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,5000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1
2/22/12 12:00,White,O,1414,No,,,Respondent,65,Wood,Yes,2,No,No,Yes,Yes,None,Built-in Mud Stove,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,5000,4000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,2,1,0,0,1,1,0,0,1
2/22/12 11:34,Yellow,P,1419,Yes,,,Respondent,40,Wood,Yes,4,No,No,Yes,Yes,None,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Improves Health,5000,2500,,,,Female,Widow or Widower,No,,,,Participant owns phone,,No,,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0
2/22/12 11:08,Yellow,H,1393,No,,,Respondent,35,Wood,Yes,4,No,No,Yes,Yes,None,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Improves Health,3000,5000,,,,Female,Divorced or Separated,Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1
2/22/12 11:11,Pink,A,1369,Yes,Yes but I don`t know the phone number,,Respondent,37,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",12000,15000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,6-10 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/22/12 14:55,Orange,V,1432,No,,,Children,75,Wood,No,,No,No,Yes,Yes,None,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Saves Time and Money,5000,5000,,,,Female,Widow or Widower,No,,,,Participant does not own phone,,No,,None,No,No,Wood,No,No,Yes,Yes,None,Children,Children,Respondent,Wife,,,,,,,,,,,,,,,,,1,0,None,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2/22/12 11:55,Yellow,A,1371,Yes,,,Respondent,49,Wood,Yes,2,No,Yes,Yes,No,None,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Improves Health,3000,3000,,,,Female,Widow or Widower,Yes,Cash only,Self-employed,All year,Participant owns phone,,Yes,0-5 cows,None,No,Yes,Wood,No,Yes,Yes,No,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1
2/22/12 13:54,Orange,U,1428,Yesnonumber,,,Respondent,40,Wood,Yes,5,No,No,Yes,Yes,None,Built-in Mud Stove,Respondent,none,22-Feb-12,Nsinka,2/22/12,Saves Time and Money,5000,7000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Family member,Seasonal,Participant owns phone,,No,,None,No,No,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0
2/22/12 11:39,Yellow,U,1431,Yes,Yes I can enter the phone number,,Respondent,38,Wood,Yes,2,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,22-Feb-12,Nsinka,2/22/12,Improves Health,3000,5000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
2/22/12 14:23,Orange,P,1416,Yes,Yes I can enter the phone number,,Respondent,37,Wood,Yes,3,No,No,Yes,Yes,Bicycle|Motorcycle,Built-in Mud Stove,Respondent & Spouse Jointly,none,22-Feb-12,Nsinka,2/22/12,Saves Time and Money,10000,15000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant owns phone,Spouse owns phone,Yes,11-15 cows,Motorcycle,Yes,Yes,Wood,No,No,Yes,Yes,Built-in Mud Stove,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle|Motorcycle,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1
2/22/12 12:00,Yellow,E,1384,Yesnonumber,Yes but I don`t know the phone number,,Respondent,42,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Improves Health,4000,4000,,,,Female,Married (monogamous),No,,,,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had more than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0
2/22/12 12:00,White,H,1392,Yes and I know the number,Yes I can enter the phone number,,Respondent,23,Wood,Yes,2,No,No,Yes,Yes,None,None,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,6000,8000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,,Spouse owns phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
2/22/12 11:15,Yellow,M,1410,No,Yes I can enter the phone number,,Respondent,38,Wood,Yes,4,No,No,Yes,Yes,None,None,Spouse,none,22-Feb-12,Nsinka,2/22/12,Improves Health,5000,8000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,Participant does not own phone,Spouse owns phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1
2/22/12 12:00,White,C,1377,Yes and I know the number,Yes but I don`t know the phone number,,Respondent,27,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,5000,6000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1
2/22/12 8:41,White,L,1405,Yes,,,Respondent,42,Wood,Yes,1,No,No,Yes,Yes,None,None,Respondent,,22-Feb-12,Nsinka,2/22/12,No Message,4000,5000,,,,Female,Widow or Widower,Yes,In-kind only,Non-family member,Seasonal,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,Yes,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0
2/22/12 12:00,White,W,1435,No,Yes but I don`t know the phone number,,Respondent,30,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,5000,5000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1
2/22/12 8:46,White,P,1418,No,Yes but I don`t know the phone number,,Other,46,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Spouse,The daughter in law cooks,22-Feb-12,Nsinka,2/22/12,No Message,10000,10000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,All year,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Other,Other,Spouse,Husband,Yes,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,0,2,1,1,1,1,0,0,1,0
2/22/12 12:00,White,N,1413,Yes and I know the number,Yes but I don`t know the phone number,,Respondent,32,Wood,Yes,6,Yes,Yes,Yes,Yes,Bicycle,None,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,5000,8000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,All year,,Spouse owns phone,No,,Bicycle,No,Yes,Wood,Yes,Yes,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2/22/12 10:57,Pink,P,1417,No,No,,Respondent,36,Wood,Yes,3,No,No,Yes,Yes,None,None,Spouse,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",5000,5000,,,,Female,Married (monogamous),No,,,,Participant does not own phone,Spouse does not own phone,No,,None,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,None,0,0,0,0,0,1,1,2,1,1,1,0,1,0,1,0
2/22/12 12:00,White,U,1430,Yes but don`t know number,No,,Respondent,50,Wood,Yes,8,No,No,Yes,Yes,None,None,Respondent,ok,22-Feb-12,Nsinka,2/22/12,No Message,2000,5000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Self-employed,Seasonal,,Spouse does not own phone,No,,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,2,1,1,1,0,1,0,1,1
2/22/12 14:42,Orange,H,1390,No,Yes but I don`t know the phone number,,Respondent,28,Wood,Yes,1,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,none,22-Feb-12,Nsinka,2/22/12,Saves Time and Money,5000,5000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1
2/22/12 11:27,Yellow,B,1374,Yes,Yes I can enter the phone number,,Respondent,23,Wood,Yes,1,No,No,Yes,Yes,Bicycle,None,Spouse,none,22-Feb-12,Nsinka,2/22/12,Improves Health,5000,6000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
2/22/12 11:33,Pink,T,1425,Yes,No,,Respondent,31,Wood,Yes,7,Yes,Yes,Yes,Yes,Bicycle,None,Respondent,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",60000,60000,2/22/12,EG1JO83192,20000,Female,Married (monogamous),Yes,Cash only,Self-employed,All year,Participant owns phone,Spouse does not own phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,Yes,Yes,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,20000,1,0,5000,0,15000,20000,0,0,1,0,,22-Feb-12,14-Mar-12,23-Mar-12,1,1,Bicycle,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
2/22/12 11:19,Yellow,O,1415,Yes,Yes but I don`t know the phone number,,Respondent,30,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent,none,22-Feb-12,Nsinka,2/22/12,Improves Health,5000,6000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant owns phone,Spouse owns phone,Yes,0-5 cows,Bicycle,Yes,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent,Wife,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
2/22/12 11:24,Pink,U,1429,No,Yes but I don`t know the phone number,,Respondent,56,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Respondent & Spouse Jointly,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",5000,7000,,,,Female,Married (monogamous),Yes,Cash only,Non-family member,Seasonal,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Respondent & Spouse Jointly,Wife & Husband Jointly,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,2,1,1,1,0,1,1,1,0
2/22/12 11:46,Yellow,F,1387,Yes,Yes but I don`t know the phone number,,Respondent,28,Wood,Yes,3,No,No,Yes,Yes,Bicycle,None,Spouse,none,22-Feb-12,Nsinka,2/22/12,Improves Health,7000,12000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant owns phone,Spouse owns phone,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
2/22/12 11:01,Yellow,T,1427,No,Yes I can enter the phone number,,Respondent,57,Wood,Yes,7,No,No,Yes,Yes,Bicycle,None,Spouse,none,22-Feb-12,Nsinka,2/22/12,Improves Health,5000,10000,,,,Female,Married (monogamous),Yes,Cash and in-kind,Family member,All year,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,Bicycle,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,Yes,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0
2/22/12 8:51,White,K,1401,No,Yes but I don`t know the phone number,,Respondent,32,Wood,Yes,7,No,No,Yes,Yes,None,None,Spouse,,22-Feb-12,Nsinka,2/22/12,No Message,5000,8000,,,,Female,Married (monogamous),Yes,In-kind only,Non-family member,Seasonal,Participant does not own phone,Spouse owns phone,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,Yes,,,,,,,,,,,,,,,,1,0,None,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,0
2/22/12 11:50,Yellow,W,1436,Yesnonumber,,,Respondent,39,Wood,Yes,5,No,No,Yes,Yes,Bicycle,Charcoal Stove,Father or Mother,none,22-Feb-12,Nsinka,2/22/12,Improves Health,5000,5000,,,,Female,Widow or Widower,Yes,Cash and in-kind,Self-employed,All year,Participant owns phone,,No,,Bicycle,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Father or Mother,Father or Mother,Yes,,,,,,,,,,,,,,,,1,1,Bicycle,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1
2/22/12 11:47,Pink,E,1382,No,Yes but I don`t know the phone number,,Respondent,40,Wood,Yes,4,No,No,Yes,Yes,Bicycle,None,Spouse,no,22-Feb-12,Nsinka,2/22/12,"Time, Money and Health",5000,5000,,,,Female,Married (monogamous),Yes,Cash only,Self-employed,Seasonal,Participant does not own phone,Spouse owns phone,No,,Bicycle,No,No,Wood,No,No,Yes,Yes,None,Respondent,Wife,Spouse,Husband,No we had less than usual,,,,,,,,,,,,,,,,1,0,Bicycle,1,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1
2/22/12 15:07,Orange,X,1437,Yesnonumber,,,Children,58,Wood,No,,No,No,Yes,Yes,None,None,Respondent,none,27-Feb-12,Nsinka,2/22/12,Saves Time and Money,5000,5000,,,,Female,Widow or Widower,Yes,Cash only,Self-employed,Seasonal,Participant owns phone,,Yes,0-5 cows,None,No,Yes,Wood,No,No,Yes,Yes,None,Children,Children,Respondent,Wife,,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1
2/27/12 12:34,Orange,L,1403,,,,,,,,,,,,,,,,,27-Feb-12,Nsinka,2/22/12,Saves Time and Money,5000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0
2/17/12 10:46,White,K,1476,Yes,,,Respondent,30,Wood,Yes,4,No,No,Yes,Yes,None,Charcoal Stove,Respondent,ok,17-Feb-12,Ntuura,2/17/12,No Message,3000,5000,,,,Female,Single (never married),Yes,Cash only,Self-employed,All year,Participant owns phone,,No,,None,No,Yes,Wood,No,No,Yes,Yes,Charcoal Stove,Respondent,Wife,Respondent,Wife,No we had more than usual,,,,,,,,,,,,,,,,1,1,None,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,1
